,full_text,sentiment
184,Nonton Coldplay di SG versi hemat: berangkat pagi/siang dr Changi naik MRT/bis turun langsung di National Stadium station. Malam kelar konser lgsg balik ke Changi naik MRT/Bis lagi. Tidur di Snooze Lounge Changi gratis. Pulang pakai flight paling pagi.,positif
185,Metode pembayaran dan pembelian tiket yang berlaku di MRT Jakarta mulai 1 Juli 2023,netral
186,Kok sm sih tp td naik mrt sepi,negatif
187,Menyenangkan bangun dengan langit biru dan suara cuittan burung dari berbagai arah. Hanya 5 menit JALAN KAKI dari MRT Jakarta Dan Selamat Idul Adha semoga lewat berkurban teman2 sekalian mendapatkan rahmat dan berkah.,positif
188,Bangun LRT Bangun MRT Bangun Kereta Gantung Bangun Jalur BRT di Jalan Provinsi-Nasional Bangun Monumen Baru Bangun Jalan Tol di Jalan Provinsi Bikin Feeder Kereta Cepat di Jalur KA Bandung Raya,netral
189,di Jakarta agustusan kemarin waktu mau naik MRT (＾∇＾)ﾉ,positif
190,Seumur-umur gue di jakarta ga pernah naik mrt eh disini naik lrt,netral
191,siapa yang mau jalan sm aku naik mrt ️,positif
192,berangkat kerja anti telat kalau tinggal di Rukita selangkah dari stasiun  Ini dia Rukita dekat Stasiun MRT Jakarta Blok A jalan kaki gak sampai 10 menit!,netral
193,Berkat QRIS bisa keliling Jakarta cuma modal HP. Tp masih bawa kartu-kartu (bahkan yg khusus MRT!) krn ya gitu deh Cuma pake kartu ijo bisa melenggang kangkung di MRT dgn cepat dan minim error.,netral
194,min mrt arah HI udah dimana ya sekarang?,netral
195,Ingat! Mulai 1 Juli 2023 Bayar Tiket MRT Tak Bisa Pakai GoPay OVO DANA dan LinkAja Tangsel,netral
196,Baru install app MRT Jakarta sudah disuruh jalan 671 km saja,netral
197,Update Metode Pembayaran MRT Jakarta Tak Lagi Bisa Pakai Gopay OVO DANA dan LinkAja,netral
198,08.56  Jl. Gajah Mada dari Harmoni arah Olimo ramai lancar. Hati-hati ada penyempitan lajur dampak pembangunan MRT fase 2. Cuaca cerah.,netral
199,Pagi pagi dah mikirin outfit buat mrt date lol,netral
200,emang plan awalnya dirancang supaya pengunjung tidak pake transport umum dan baru transjakarta yg nyambung kesana tinggal tunggu MRT aja,netral
201,Dari dulu kepikiran ngajak emak w yg pake kursi jalan jalan naek krl tapi ga ramah banget buat disabilitas cuma mrt doang kayanya,positif
202,Mau mrt date :(,netral
203,Pengen me time deh apa gua ke blok m aja naik mrt sendiri trs beli buku? Tp kayaknya syg. Apa jalan2 ke perpusnas? Atau nongki di sbux deket rumah? tp ngapain jg disana design canva? Yg ada gua bengong sejam mikir inspirasi,netral
204,Sekda DKI Jakarta Joko Agus Setyono menyebut akan mengevaluasi kebijakan PT MRT Jakarta (Perseroda) soal sistem pembayaran itu jika nanti dirasa mempersulit.,positif
205,jalan dari kosan ke stasyun mrt aja dengkul geter sih,negatif
206,kalo ngekos deket stasiun mrt itu enaknya daerah mana ya?,netral
207,Naik mrt dari dukuh atas sampe lebak bulus grab bisa men download 1 film ,netral
208,ayo dong  kerjasama lagi sama MRT males nih naek MRT kalo gabisa pake gopay.,negatif
209,Yukk yang mau tap tap kereta atau MRT bareng ayang,netral
210,Keliling-keliling seharian jakarta yg spotnya bagus-bagus banyakan yg deket krl apa mrt yaa?,positif
211,Hampir ga pernah naik kereta kalo ga krn pengen nyambung ke stasiun mrt dukuh atas eh ternyata malah salah naik arah kereta untung ngeh grgr kedengeran pas announcer ngomong kok nama stasiun'a lama² asing yak,netral
212,ada yang kantornya di daerah satrio dan naik krl ke arah sudirman/karet? biasanya kalian naik apa? apa ga macet? kalo jalan kaki ke mrt benhil jauh ga?,netral
213,Lebih lanjut Sekda DKI Jakarta Joko Agus Setiyono tidak menjelaskan lebih rinci soal kerja sama MRT dengan Astra Pay untuk sistem pembayaran baru kereta ringan itu.,negatif
214,Mundur bgt sih ini MRT gabisa bayar pakai e-wallet sejuta ummat. Ya tapi pengalaman gw emg mindset manajemennya maunya menang sendiri dan ruakus.,negatif
215,Pemerintah Provinsi (Pemprov) DKI Jakarta sudah mengantongi tiga opsi lokasi Depo MRT Fase II. Ketiga lokasi itu sedang dilakukan pengkajian.   .,netral
216,Catat! MRT Jakarta Lakukan Penyesuaian Sistem Pembayaran Perjalanan: ASKARA - PT MRT Jakarta melakukan penyesuaian sistem pembayaran perjalanan MRT Jakarta. Pembayaran dengan kode QR melalui beberapa platform tidak akan dapat digunakan mulai 1 Juli 2023,netral
217,Hai Kak. MRT Jakarta beroperasi pada hari Sabtu dan Minggu/hari libur nasional mulai pukul 05:00-24:00 WIB dengan jarak antar kereta 10 menit.,netral
218,mohon pencerahannya guys utk para commuters.. jd sender mau pindah kerja ke jkt. Kalau tiap hari habisin waktu 2 jam naik krl nyambung mrt (total 4 jm PP) jaksel-babelan bekasi kira2 bakal cape/wajar ga ya? atau mending nyari kos di jkt aja? TIA,netral
219,udah lama gak naik MRT,netral
220,MRT Jakarta,netral
221,Gembel naik MRT ayo mbah  blok M,netral
222,Mrt date ala ala? Makasih udah nemenin teriak2 disini. It was so much fun yesterday,positif
223,Vibes Naik KRL vs MRT KRL : Tas di depan MRT : Tas di belakang mac digendong MRT : Wireless Earphone KRL : Kabel aja biar kalo diseruduk ga copot sebelah. MRT : Wangi parfum Baccarat KRL : Wangi aneka rupa parfum refill campur koyo freshcare dll .. lanjutkan...,positif
224,Pagi pagi sudah di MRT happy sunday,netral
225,MRT Jakarta selalu the best! Cepat dan pelayanan baik,positif
226,Nemu hidden gem dideket Mrt H.Nawi vibesnya bener kaya di Jepang walaupun tempatnya di dalam gang. Nah yang paling disuka makanannya datengnya cepet banget Little Japan Fatmawati Cipete,positif
227,Mencontohkan bahwa calon pemimpin pun tiap hari naik transportasi umum yaitu MRT,positif
228,Plis lightstick gue jangan sampe kepencet terus kelap-kelip di dalem MRT,netral
229,Pulang konser kalo lapar bisa mampir ke Toribro. Tinggal naek MRT turun di Cipete Raya ambil exit A terus jalan dikit Kami buka sampe jam 12 malam,netral
230,Nahan berak dari st bekasi akhirnya setor juga di mrt,netral
231,Nyadar hotel ini karna lokasinya mepet MRT Fatmawati plus arsiteknya sama dg yg Apurva Bali akhirnya semalem dapet momennya dan staycation di sini fasilitas hotel lengkap dan konsepnya sleek kaca gtu tapi ga panas and of course I Judge hotel by their Pastries it s tasty,netral
232,Bagi yang penasaran dengan lokasi preciesnya dia bisa di akses di trotoar jembatan Dukuh Atas sisi barat ya dari stasiun MRT/KRL/KA Bandara bisa naik tangga dari taman Dukuh Atas,netral
233,Progres proyek MRT Jakarta Kota-Ancol Barat saat ini masih dalam tahap studi kelayakan nih guys~ Kita tunggu aja biar semuanya berjalan lancar dan transportasi RI semakin maju ya! Setuju nggak  Source:,netral
234,Sebenernya jokes pengguna MRT dan KRL itu lucu tapi miris transportasi umum menjadi pembatas kelas.,negatif
235,satpam mrt saat anda berbicara sepatah kata di dalam kereta saat 2021,netral
236,Gue awalnya gak terlalu senang dengan transportasi umum karena perlu jalan kaki dulu karena ada yang gak ber AC sehingga malas rasanya panas panasan. Seiring berjalan muak dengan kemacetan Jakarta mulai terbiasa harus jalan sedikit untuk ke halte ataupun stasiun MRT,netral
237,Pertama kali naik mrt yaampun seru banget,positif
238,Bisa yukk dibangun kereta api atau mrt atau apa kek gitu biar bali utara dan bali selatan terkonek dengan baik,netral
239,2 kali aja kartu ketinggalan di mrt wkwkw,netral
240,riil bgt tadi di mrt hahaha,netral
241,pegel pegel naik tangga di mrt sudirmannnn,negatif
242,Sekarang pembayaran MRT itu skemanya gimana ya tadi rada kaget sih bayar cuma 3k dari Setiabudi ke Istora bukannya sekali tap itu udah 3k dan bakalan nambah 1k disetiap stasiun yang kita lewati sampai turun,netral
243,Naik mrt kalo arah lebak bulus terus udah lewat blok M lewat cipete abis orangnya,netral
244,MRT J udh 4 tahunan tapi di deket stasiunnya belum ada yg bangun rumah susun ya? Terutama kawasan stasiun layang yg banyak pemukiman.,netral
245,Lokasi depo MRT Jakarta Fase 2B masih bisa berubah lagi. Proses panjang untuk pengadaan lahan Ancol Barat juga potensi aspek hukum membuat Pemprov DKI mencari alternatif lahan supaya fase 2B bisa segera dikerjakan.,netral
246,di MRT Istora Senayan rame bgt cosplayer yg lg pada dandan euy,netral
247,Fun Fact Rumah Anies di Lebak Bulus jarang bahkan ga pernah sowan ke GKJ Nehemia letaknya malah depan persis Stasiun MRT Lebak Bulus,netral
248,Hari ini seharian nonton konten tiktoknya abdur yg kontras jadi ingin merasakan naik transjakarta sama MRT hahaha,positif
249,Kangen naik MRT jaman psbb/ppkm Semua wajib diem. Ga ada yg bahas soal matematika ky skrg,netral
250,Weh kebas bontot aku duduk dlm mrt ni lama2,negatif
251,Ini Bandung jalan kaki sekilo kayaknya udah bisa kemana2 ya. Bandingin di Jakarta rumah gue ke MRT tu 2 kilo dan ud dibilang deket banget,negatif
252,Kalo dipikir2 kita yg hidup di era thn dibawah 2010 merasakan perubahan transportasi umum ibukota yg begitu signifikan. Mulai dr bis kota yg tergantikan dgn TJ KRL yg udh lebih nyaman pembangunan MRT LRT kereta cepat yg bisa saling terintegrasi. Memudahkan kita dlm berpindah,positif
253,nonton bola naik mrt enak bet dah,positif
254,td di mrt sebelahan sama wibu. gue ga masalah sih kayanya abis dari event wibu tapi keteknya bau pait anying emosi gue sepanjang jalan,negatif
255,Ini hari ini kah? Pantes di mrt ketemu orang cosplay buanyak bgt,netral
256,Waktu keberangkatan MRT tuh seharusnya ditaro dkt pintu tap in nya deh biar tau kalau keretanya udh dkt bisa jalan santai atau lari. Kan kzl dr tap in jalan santai ternyata pas dkt peron keretanya baru aja tutup pintu trs nunggu lg,negatif
257,Masih ada waktu yuk ke pameran seni rupa dan NFT  di galeri Astra Menara Astra Jl. Jendral Sudirman Jakarta. Lokasi mudah dijangkau naik kendaraan pribadi oke ojek online trans jakarta dan MRT. Yuk!,negatif
258,Pantes tadi banyak bgt manusia jejepangan turun mrt di senayan,netral
259,aku baru keterima kerjaan di salah satu kementerian di jaksel terus pas nyari kos harganya bener-bener mahal banget: ) apa ada yang punya saran lebih baik ngekos di daerah mana ya? kalau bisa yang deket stasiun mrt juga biar hemat ongkos. Thanks,netral
260,Telat 20 taun tapi ya bersyukur masih bisa sehari-hari merasakan naik MRT Transjakarta segala arah JakLingko yg gratisan dan Commuter Line yg udah versi bener.,positif
261,⠀⠀ ⠀⠀ Tiba-tiba bm gultik. Mending motoran atau mrt ya? ⠀⠀ ⠀⠀,netral
262,Punya temen random banget cuma ngajak makan indomie malah sampe jalan naik mrt . Beli indomie terjauh ini mah. Mana udah pada pake baju tidur,netral
263,budget harian memang membantu membuatku berfikir apakah aku harus naik mrt walau udah seret. ternyata masih bisa.,netral
264,Hey  kenapa klo beli tiket dr aplikasi mrt cuma bs bayar pakai Astra pay or isaku aja? Ovo dkk ga bisa lagi? Nyusahin aja,negatif
265,Kok masih ada aja ya orang naik/turun eskalator MRT di kanan diem,negatif
266,Kasih saran plisss mau ajak anak keliling jekardah naik angkutan umum kek mrt tj gitu,netral
267,bayar pajak masuk krl / tj / mrt / lrt naik trotoar charge batrai di kantor / rumah anti lampu merah lebih compact dibandingkan sepeda lipat meminimalisir penggunaan sepeda motor shg meminimalisir pemotor lawan arah Ga ngerti kenapa orang-orang gak beralih kesini,netral
268,Bulan Maret 2019 trial run MRT April-Mei 2019 langsung cari kontrakan dan pakai MRT buat daily commute.,netral
269,Day 2 LRT diresmikan Akhirnya ikutan nyoba naik transport baru. Suasananya ramai banyak orang datang mencoba. Mulai dari iseng pulang kerja naik ini sampai sekedar rekreasi. Overall cukup nyaman plus minus ada serasa mix MRT+KRL,netral
270,Jadi kan aku punya tiket ka lokal ya ke pwk tapiiii pengen turun di cikampek bisa ga si ya? Disini sih ngelewatinn dia sistemnya kek mrt ga berhenti tiap stasiun?,netral
271,Suasana di hentian bas MRT Putrajaya Sentral pada jam 05:50 pagi.,netral
272,Dulu beli tiket mrt di aplikasi bisa bayar pake ovo dll. Sekarang cuma bisa bayar pake 2 ini aja. Beli tiket di counter juga mesti pake cash mau top up di mesin juga mesti cash. Menyusahkan ‍,negatif
273,Manusianya terlalu banyak tapi kotanya dari dulu ga di develop untuk transportasi masa. Sedangkan pekerja di jkt mostly tinggal disekitar jkt dan mobilitasnya ke arah jkt utk kerja. Untung ada kepikiran tj dan selesai mrt selesai dan skrg lrt. Tapi ttpmudh terlalu padet si.,negatif
274,Padahal udah ada moda transportasi umum di Jakarta yang sudah operasional yang desain dan ukuran pintunya bisa dijadiin benchmark (MRT Commuter TransJakarta) eh malah ngadi-ngadi bikin standar ukuran sendiri.,netral
275,Kebayang entar kalo udah nggak disubsidi. Udah bayar 20 ribu sekian dikasih naik wahana butut Dahlah paling bener MRT &amp; LRT Jakarta.,netral
276,di jkt biasa pergi ke mana-mana sendiri ga mikirin transport krn udah ada transum. naik krl iyes naik mrt ya oke. ,positif
277,gwsss kaki gueee ️ jalan ke mrt berdiri dari jam 3 sampai selesai konser balik harus jalan kaki lagi,negatif
278,mau minta tolong dong kalian yang sering ke stasiun krl atau mrt menurut kalian yang bagus buat foto dimana?,netral
279,Pulang searah jalur mrt adalah privilege terkini 2023,positif
280,MRT beneran penjaga kewarasan di Jakarta.,positif
281,MRT udah duluan beroperasi tapi minim gangguan,positif
282,eh baru sadar kalau xl udah ada sinyal di dalem MRT,positif
283,OMGGGG skrg xl user udh dpt sinyal di terowongan mrt wkwkwk,positif
284,Perasaan MRT dulu gak gini-gini amat,negatif
285,Nah cocok itu lewatin Pahlawan Revolusi di perempatan besar itu bangun mrt tujuan akhir tanah abang ngelewatin Basura kmp melayu/st tebet kokas satrio/mega kuningan benhil karet terus tnh abang. Yaa Allah kalau bisa kayak gini asli nangis bahagia,positif
286,Mana nih yg suka ngebajer LRT proyek sampah begini kok maksa bgt dijalanin sih.. mending manjangin MRT dimana2 wkwkwk,netral
287,Yang naik krl sama mrt aja kadang kadang harus nunduk apalagi ini,negatif
288,Sutiyoso pingin bangun MRT yang eksekusi Jokowi. Foke mau bikin LRT yang eksekusi Jokowi. Soeharto mau bikin TOL trans jawa yang eksekusi Jokowi. Soekarno mau buat nawacita yang Eksekusi Jokowi. Habibie mau buat tol trans sumatra yang eksekusi Jokowi. SBY mau buat Asian,netral
289,Capek bgt jalan dr mrt dukuh atas ke lrt dukuh atas udah kaya jembatan 1 ke jembatan 3 narogong,negatif
290,Ga lagi-lagi deh ya ke kantor naik MRT + gojek. Selama ini naik MRT ga dirasa gt mikirnya yg penting ga terlalu capek. Tapi kalo 150rb buat ongkos doang gue mendingan kecapean keanginan kena debu yaaakaaannnn,negatif
291,MRT Sosialisasikan Rekayasa Lalu Lintas Pembangunan MRT di Kantor Kecamatan Gambir,netral
292,Kalo MRT udh terbukti bagus yaa jadi MRT aja gitu lhoo,positif
293,Ini perasaan gw ngobrol biasa aja di mrt sebentar langsung ditegur petugas. Ini ada sekelompok turis ngomong kenceng banget (way too loud) ga ada petugasnya,negatif
294,Pindah moda kereta dari mrt ke lrt ke mrt lagi langsung berasa bedanya Kudos lah  Pemilu 2024 pilih Pemimpin yg pro Transportasi Publik yaa yg dukung MRT sampe fase nya banyak wkwk,positif
295,Ya amppuunn... Mau beli Kartu Flazz kok susah banget yaa .. semua Indomaret Alfamart yang gue datengin bilang kosong.. bahkan gerai BCA di Strasiun MRT Blok M juga gak ada...,negatif
296,MRT jakarta itu emang punya standar sendiri ya. Keliatan banget bedanya supervisi nippon vs karya anak bangsah,positif
297,baru 5:30 tapi mrt dah packed weeeee excited,positif
298,gais kalo kereta MRT atau KRL itu 24 jam gak sih?,netral
299,Tahun 2019 MRT pernah gangguan hampir 30 menit. Sekalinya merasakan dipepes di dalam MRT rasa KRL.,negatif
300,GILAAAAA baru ngeh ongkos ke kantor naik MRT + Gojek PP tuh 150rb Besok2 udah deh ya mau sampe pingsan kecapean juga naik motor ajaaaa HHHahahahhahaha,negatif
301,Hahaha iya ini ngepas ama tinggi gw artinya cm skitar 173 cm doang. Nanggung ya kenapa ga dibikin sama ky MRT gt tingginya,negatif
302,Pemandangan yang sangat jarang ditemukan di MRT Jakarta,netral
303,Kebijakan ini kok beda-beda ya. Tadi pagi bisa menuju MRT/LRT lewat stasiun sudirman tanpa ngetap di stasiun.,negatif
304,Nak pergi naik MRT lah!,netral
305,Kesel banget harusnya jam 10 gue udah sampe rumah. Jam segini masih di Blok M akhirnya nyerah naik MRT. Sumpah kaga jelas. Harusnya bisa cuma 3.500 dr Sudirman sampe deket rumah jadi nambah.,negatif
306,Waktu MRT dan LRT jakarta beroperasi nggak chaos gini dah.,negatif
307,Wkwkwk sementara wa naik tangga MRT Benhil (around 84 anak tangga) pakai baju dan sepatu ngantor.,netral
308,Dalam jangka menengah saya meminta jajaran pemerintah konsisten melaksanakan kebijakan mengurangi penggunaan kendaraan berbasis fosil mendorong semua pihak beralih ke transportasi massal seperti LRT MRT hingga kereta cepat.,netral
309,Naik mrt bisa tap pakai flazz bca kan ya ges?,netral
310,Guys dri gbk ke lebak bulus jam 3 pagi tuh naik apa ya mrt masih beroperasi gak ya? Kalau busway rutenya gimana? Makasihh work!,netral
311,Selamat pagi. Mohon maaf atas ketidaknyamanan yang dialami ya Kak. Mengenai akses dari Stasiun Sudirman menuju Stasiun Dukuh Atas. Setelah dikoordinasikan ke unit terkait dan informasi yang Railmin terima yaitu bagi penumpang yang berpindah moda transportasi dari MRT menuju LRT,netral
312,waktu itu sempet ada viral org yang bikin miniatur blok M atau stasiun MRT gitu ada yang inget orangnya kah?,netral
313,Pukul 3 pagi pun putrajaya dah penuh woi. Ni mrt pun penuh,negatif
314,Tadinya tuh minggu depan gw sama paksu n anak gw mau jalan-jalan nyobain lrt trus nyambung mrt tapi pas baca berita lrt banyak gangguan muluk jadi takut gw mau naik apalagi bawa anak. Terpaksa ubah rute naik mrt aja deh atau krl juga gapapa. Yg penting aman selamat,netral
315,Kami informasikan untuk naik MRT Jakarta bisa ya Kak. Untuk kartu uang elektronik bank seperti e-money Brizzi Flazz TapCash dan JakCard. Terima kasih. -TA,netral
316,Hai Kak. Mohon maaf atas ketidaknyamanan nya terkiat kendala yang Kakak alami mohon informasikan Nama : No hp yang terdaftar : Email : Provider: Type HP: Versi App: Lokasi saat akses aplikasi myMRTJ (di dalam atau di luar area stasiun MRT Jakarta) :,netral
